date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:34:10	1369/1369	---M-Z	200	added ('OK')	text/css	date:Sun,%2008%20Nov%202020%2015:42:00%20GMT	https://demos.devsnest.net/medifast/css/slick.css	E:/website/zeeshan/demos.devsnest.net/medifast/css/slick.css	(from https://demos.devsnest.net/medifast/index.html)
21:34:10	5076/5076	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Feb%202023%2022:46:46%20GMT	https://demos.devsnest.net/medifast/css/magnific-popup.css	E:/website/zeeshan/demos.devsnest.net/medifast/css/magnific-popup.css	(from https://demos.devsnest.net/medifast/index.html)
21:34:11	3681/3681	---M-Z	200	added ('OK')	text/css	date:Wed,%2022%20Feb%202023%2021:47:56%20GMT	https://demos.devsnest.net/medifast/css/odometer-theme-default.css	E:/website/zeeshan/demos.devsnest.net/medifast/css/odometer-theme-default.css	(from https://demos.devsnest.net/medifast/index.html)
21:34:11	82433/82433	---M-Z	200	added ('OK')	text/css	date:Sun,%2005%20Mar%202023%2008:15:18%20GMT	https://demos.devsnest.net/medifast/css/style.css	E:/website/zeeshan/demos.devsnest.net/medifast/css/style.css	(from https://demos.devsnest.net/medifast/index.html)
21:34:12	15250/15250	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2022%20Feb%202023%2022:24:36%20GMT	https://demos.devsnest.net/medifast/js/vendor/modernizr.js	E:/website/zeeshan/demos.devsnest.net/medifast/js/vendor/modernizr.js	(from https://demos.devsnest.net/medifast/index.html)
21:34:12	4377/4377	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2027%20Dec%202022%2016:08:10%20GMT	https://demos.devsnest.net/medifast/js/html5/respond.min.js	E:/website/zeeshan/demos.devsnest.net/medifast/js/html5/respond.min.js	(from https://demos.devsnest.net/medifast/index.html)
21:34:12	3422/3422	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2016:49:22%20GMT	https://demos.devsnest.net/medifast/img/logo.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/logo.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:13	31791/31791	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Mar%202023%2008:20:18%20GMT	https://demos.devsnest.net/medifast/index-2.html	E:/website/zeeshan/demos.devsnest.net/medifast/index-2.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:13	41356/41356	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Mar%202023%2008:20:35%20GMT	https://demos.devsnest.net/medifast/index-3.html	E:/website/zeeshan/demos.devsnest.net/medifast/index-3.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:13	56789/56789	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2019:37:18%20GMT	https://demos.devsnest.net/medifast/about.html	E:/website/zeeshan/demos.devsnest.net/medifast/about.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:14	37767/37767	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2021:31:38%20GMT	https://demos.devsnest.net/medifast/doctor-list.html	E:/website/zeeshan/demos.devsnest.net/medifast/doctor-list.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:14	37965/37965	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Feb%202023%2015:43:58%20GMT	https://demos.devsnest.net/medifast/doctor-details.html	E:/website/zeeshan/demos.devsnest.net/medifast/doctor-details.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:14	29198/29198	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Feb%202023%2016:59:20%20GMT	https://demos.devsnest.net/medifast/doctor-appointment.html	E:/website/zeeshan/demos.devsnest.net/medifast/doctor-appointment.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:15	51250/51250	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Feb%202023%2017:06:12%20GMT	https://demos.devsnest.net/medifast/doctor-table.html	E:/website/zeeshan/demos.devsnest.net/medifast/doctor-table.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:15	39442/39442	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2021:30:16%20GMT	https://demos.devsnest.net/medifast/services.html	E:/website/zeeshan/demos.devsnest.net/medifast/services.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:15	35859/35859	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2021:30:28%20GMT	https://demos.devsnest.net/medifast/service-details.html	E:/website/zeeshan/demos.devsnest.net/medifast/service-details.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:16	33370/33370	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Feb%202023%2017:41:52%20GMT	https://demos.devsnest.net/medifast/project.html	E:/website/zeeshan/demos.devsnest.net/medifast/project.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:16	31408/31408	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Feb%202023%2019:18:46%20GMT	https://demos.devsnest.net/medifast/project-details.html	E:/website/zeeshan/demos.devsnest.net/medifast/project-details.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:16	54361/54361	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Feb%202023%2019:29:36%20GMT	https://demos.devsnest.net/medifast/pricing.html	E:/website/zeeshan/demos.devsnest.net/medifast/pricing.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:17	33342/33342	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Feb%202023%2019:44:12%20GMT	https://demos.devsnest.net/medifast/faq.html	E:/website/zeeshan/demos.devsnest.net/medifast/faq.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:17	24713/24713	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2017:30:24%20GMT	https://demos.devsnest.net/medifast/404.html	E:/website/zeeshan/demos.devsnest.net/medifast/404.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:17	40009/40009	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Feb%202023%2021:59:14%20GMT	https://demos.devsnest.net/medifast/blog-full.html	E:/website/zeeshan/demos.devsnest.net/medifast/blog-full.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:18	38816/38816	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Feb%202023%2022:08:42%20GMT	https://demos.devsnest.net/medifast/blog-right.html	E:/website/zeeshan/demos.devsnest.net/medifast/blog-right.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:18	38831/38831	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Feb%202023%2022:09:26%20GMT	https://demos.devsnest.net/medifast/blog-left.html	E:/website/zeeshan/demos.devsnest.net/medifast/blog-left.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:18	40990/40990	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2019:45:04%20GMT	https://demos.devsnest.net/medifast/blog-details.html	E:/website/zeeshan/demos.devsnest.net/medifast/blog-details.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:19	29406/29406	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2017:25:02%20GMT	https://demos.devsnest.net/medifast/contact.html	E:/website/zeeshan/demos.devsnest.net/medifast/contact.html	(from https://demos.devsnest.net/medifast/index.html)
21:34:19	18615/18615	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Feb%202023%2021:26:56%20GMT	https://demos.devsnest.net/medifast/img/hero-icon.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/hero-icon.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:20	1384/1384	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2017:52:04%20GMT	https://demos.devsnest.net/medifast/img/icon/support.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/support.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:21	84432/84432	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:26:56%20GMT	https://demos.devsnest.net/medifast/img/hero-banner.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/hero-banner.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:21	61878/61878	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:26:56%20GMT	https://demos.devsnest.net/medifast/img/about1.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/about1.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:21	9576/9576	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Feb%202023%2021:26:56%20GMT	https://demos.devsnest.net/medifast/img/inject-abt.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/inject-abt.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:22	1305/1305	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2016:30:36%20GMT	https://demos.devsnest.net/medifast/img/icon/service1.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/service1.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:22	2761/2761	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:30:02%20GMT	https://demos.devsnest.net/medifast/img/service-img1.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/service-img1.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:22	1396/1396	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2016:30:54%20GMT	https://demos.devsnest.net/medifast/img/icon/service2.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/service2.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:23	919/919	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2016:31:06%20GMT	https://demos.devsnest.net/medifast/img/icon/service3.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/service3.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:23	1356/1356	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2016:31:24%20GMT	https://demos.devsnest.net/medifast/img/icon/service4.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/service4.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:23	1156/1156	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2016:31:38%20GMT	https://demos.devsnest.net/medifast/img/icon/service5.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/service5.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:24	1618/1618	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2016:31:52%20GMT	https://demos.devsnest.net/medifast/img/icon/service6.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/service6.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:24	1640/1640	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2016:32:04%20GMT	https://demos.devsnest.net/medifast/img/icon/service7.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/service7.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:25	26424/26424	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:30:02%20GMT	https://demos.devsnest.net/medifast/img/portfolio2.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/portfolio2.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:25	33471/33471	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:30:02%20GMT	https://demos.devsnest.net/medifast/img/portfolio1.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/portfolio1.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:27	47951/47951	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:30:02%20GMT	https://demos.devsnest.net/medifast/img/portfolio3.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/portfolio3.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:27	41003/41003	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:30:02%20GMT	https://demos.devsnest.net/medifast/img/portfolio4.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/portfolio4.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:27	28672/28672	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:30:02%20GMT	https://demos.devsnest.net/medifast/img/portfolio5.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/portfolio5.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:28	27602/27602	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:30:02%20GMT	https://demos.devsnest.net/medifast/img/portfolio6.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/portfolio6.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:28	2162/2162	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2020:58:54%20GMT	https://demos.devsnest.net/medifast/img/icon/choose1.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/choose1.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:29	1464/1464	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2020:59:00%20GMT	https://demos.devsnest.net/medifast/img/icon/choose2.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/choose2.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:29	1706/1706	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2020:59:10%20GMT	https://demos.devsnest.net/medifast/img/icon/choose3.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/choose3.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:29	1690/1690	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2021:00:26%20GMT	https://demos.devsnest.net/medifast/img/icon/choose4.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/choose4.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:30	1053/1053	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2021:56:10%20GMT	https://demos.devsnest.net/medifast/img/icon/fact1.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/fact1.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:30	1064/1064	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2021:56:14%20GMT	https://demos.devsnest.net/medifast/img/icon/fact2.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/fact2.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:31	718/718	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2021:56:18%20GMT	https://demos.devsnest.net/medifast/img/icon/fact3.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/fact3.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:31	772/772	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2021:56:24%20GMT	https://demos.devsnest.net/medifast/img/icon/fact4.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/fact4.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:31	139770/139770	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Feb%202023%2021:32:02%20GMT	https://demos.devsnest.net/medifast/img/why-us-doc.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/why-us-doc.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:32	18957/18957	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:26:56%20GMT	https://demos.devsnest.net/medifast/img/doctor1.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/doctor1.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:32	18799/18799	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:26:56%20GMT	https://demos.devsnest.net/medifast/img/doctor2.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/doctor2.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:32	14757/14757	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:26:56%20GMT	https://demos.devsnest.net/medifast/img/doctor3.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/doctor3.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:32	17376/17376	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:26:56%20GMT	https://demos.devsnest.net/medifast/img/doctor4.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/doctor4.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:33	17877/17877	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Feb%202023%2021:26:56%20GMT	https://demos.devsnest.net/medifast/img/doctor-shape.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/doctor-shape.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:34	31086/31086	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:26:56%20GMT	https://demos.devsnest.net/medifast/img/blog1.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/blog1.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:34	33683/33683	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:26:56%20GMT	https://demos.devsnest.net/medifast/img/blog2.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/blog2.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:35	7284/7284	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2023%20Feb%202023%2016:56:02%20GMT	https://demos.devsnest.net/medifast/img/icon/map.svg	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/map.svg	(from https://demos.devsnest.net/medifast/index.html)
21:34:36	40073/40073	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2021:26:56%20GMT	https://demos.devsnest.net/medifast/img/blog3.jpg	E:/website/zeeshan/demos.devsnest.net/medifast/img/blog3.jpg	(from https://demos.devsnest.net/medifast/index.html)
21:34:36	1268/1268	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2023%20Feb%202023%2016:56:22%20GMT	https://demos.devsnest.net/medifast/img/icon/clock.svg	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/clock.svg	(from https://demos.devsnest.net/medifast/index.html)
21:34:36	5496/5496	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2023%20Feb%202023%2016:56:26%20GMT	https://demos.devsnest.net/medifast/img/icon/phone.svg	E:/website/zeeshan/demos.devsnest.net/medifast/img/icon/phone.svg	(from https://demos.devsnest.net/medifast/index.html)
21:34:36	3824/3824	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2017:03:48%20GMT	https://demos.devsnest.net/medifast/img/f-logo.png	E:/website/zeeshan/demos.devsnest.net/medifast/img/f-logo.png	(from https://demos.devsnest.net/medifast/index.html)
21:34:37	89663/89663	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2031%20Dec%202022%2019:59:46%20GMT	https://demos.devsnest.net/medifast/js/jquery.js	E:/website/zeeshan/demos.devsnest.net/medifast/js/jquery.js	(from https://demos.devsnest.net/medifast/index.html)
21:34:38	80420/80420	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2027%20Dec%202022%2016:25:06%20GMT	https://demos.devsnest.net/medifast/js/vendor/bootstrap.bundle.js	E:/website/zeeshan/demos.devsnest.net/medifast/js/vendor/bootstrap.bundle.js	(from https://demos.devsnest.net/medifast/index.html)
21:34:38	4036/4036	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2031%20Dec%202022%2019:46:42%20GMT	https://demos.devsnest.net/medifast/js/vendor/jquery.meanmenu.js	E:/website/zeeshan/demos.devsnest.net/medifast/js/vendor/jquery.meanmenu.js	(from https://demos.devsnest.net/medifast/index.html)
21:34:38	7443/7443	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2019%20Dec%202022%2016:53:26%20GMT	https://demos.devsnest.net/medifast/js/vendor/jquery.flagstrap.min.js	E:/website/zeeshan/demos.devsnest.net/medifast/js/vendor/jquery.flagstrap.min.js	(from https://demos.devsnest.net/medifast/index.html)
21:34:39	14239/14239	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2028%20Dec%202022%2016:38:36%20GMT	https://demos.devsnest.net/medifast/js/vendor/aos.js	E:/website/zeeshan/demos.devsnest.net/medifast/js/vendor/aos.js	(from https://demos.devsnest.net/medifast/index.html)
21:34:39	41598/41598	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2020%20Feb%202023%2019:53:56%20GMT	https://demos.devsnest.net/medifast/js/vendor/date-picker.js	E:/website/zeeshan/demos.devsnest.net/medifast/js/vendor/date-picker.js	(from https://demos.devsnest.net/medifast/index.html)
21:34:39	20219/20219	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2020%20Feb%202023%2015:40:28%20GMT	https://demos.devsnest.net/medifast/js/vendor/magnific-popup.min.js	E:/website/zeeshan/demos.devsnest.net/medifast/js/vendor/magnific-popup.min.js	(from https://demos.devsnest.net/medifast/index.html)
21:34:40	13421/13421	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2022%20Feb%202023%2022:24:48%20GMT	https://demos.devsnest.net/medifast/js/vendor/odometer.min.js	E:/website/zeeshan/demos.devsnest.net/medifast/js/vendor/odometer.min.js	(from https://demos.devsnest.net/medifast/index.html)
21:34:40	42856/42856	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2019%20Dec%202022%2016:53:26%20GMT	https://demos.devsnest.net/medifast/js/vendor/slick.min.js	E:/website/zeeshan/demos.devsnest.net/medifast/js/vendor/slick.min.js	(from https://demos.devsnest.net/medifast/index.html)
21:34:40	2304/2304	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2027%20Dec%202022%2016:08:10%20GMT	https://demos.devsnest.net/medifast/js/vendor/easing.js	E:/website/zeeshan/demos.devsnest.net/medifast/js/vendor/easing.js	(from https://demos.devsnest.net/medifast/index.html)
21:34:41	1939/1939	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2005%20Mar%202023%2008:22:44%20GMT	https://demos.devsnest.net/medifast/js/main.js	E:/website/zeeshan/demos.devsnest.net/medifast/js/main.js	(from https://demos.devsnest.net/medifast/index.html)
21:34:42	78853/78853	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Nov%202022%2017:04:12%20GMT	https://demos.devsnest.net/medifast/css/flags.png	E:/website/zeeshan/demos.devsnest.net/medifast/css/flags.png	(from https://demos.devsnest.net/medifast/css/flags.css)
21:34:43	108000/108000	---M--	200	added ('OK')	font/woff2	date:Mon,%2020%20Feb%202023%2016:40:54%20GMT	https://demos.devsnest.net/medifast/css/webfonts/fa-brands-400.woff2	E:/website/zeeshan/demos.devsnest.net/medifast/css/webfonts/fa-brands-400.woff2	(from https://demos.devsnest.net/medifast/css/fontawesome.all.min.css)
21:34:44	24840/24840	---M--	200	added ('OK')	font/woff2	date:Mon,%2020%20Feb%202023%2016:40:54%20GMT	https://demos.devsnest.net/medifast/css/webfonts/fa-regular-400.woff2	E:/website/zeeshan/demos.devsnest.net/medifast/css/webfonts/fa-regular-400.woff2	(from https://demos.devsnest.net/medifast/css/fontawesome.all.min.css)
21:34:44	63728/63728	---M--	200	added ('OK')	font/ttf	date:Mon,%2020%20Feb%202023%2016:40:54%20GMT	https://demos.devsnest.net/medifast/css/webfonts/fa-regular-400.ttf	E:/website/zeeshan/demos.devsnest.net/medifast/css/webfonts/fa-regular-400.ttf	(from https://demos.devsnest.net/medifast/css/fontawesome.all.min.css)
21:34:45	187448/187448	---M--	200	added ('OK')	font/ttf	date:Mon,%2020%20Feb%202023%2016:40:54%20GMT	https://demos.devsnest.net/medifast/css/webfonts/fa-brands-400.ttf	E:/website/zeeshan/demos.devsnest.net/medifast/css/webfonts/fa-brands-400.ttf	(from https://demos.devsnest.net/medifast/css/fontawesome.all.min.css)
